y,x,w,h,y_lag1,x_lag1,w_lag1,h_lag1,y_lag2,x_lag2,w_lag2,h_lag2,y_lag3,x_lag3,w_lag3,h_lag3
122.65027619224296,111.21895873424921,0.5029937397127523,0.0,122.8813595509317,111.95175430861914,0.6504370307067173,0.0,122.61797422088453,111.97064928329425,0.6245791994248888,0.0,122.23068113758502,112.25939992114576,0.9009496022693125,0.0
122.87560281862548,113.29842983121179,-0.18194402703956414,0.0,122.65027619224296,111.21895873424921,0.5029937397127523,0.0,122.8813595509317,111.95175430861914,0.6504370307067173,0.0,122.61797422088453,111.97064928329425,0.6245791994248888,0.0
122.30213385607148,111.71404836826937,0.4258561856258589,0.0,122.87560281862548,113.29842983121179,-0.18194402703956414,0.0,122.65027619224296,111.21895873424921,0.5029937397127523,0.0,122.8813595509317,111.95175430861914,0.6504370307067173,0.0
121.98665138172449,112.1719313131616,0.7166514648440743,0.0,122.30213385607148,111.71404836826937,0.4258561856258589,0.0,122.87560281862548,113.29842983121179,-0.18194402703956414,0.0,122.65027619224296,111.21895873424921,0.5029937397127523,0.0
121.02176736215104,111.2489083189108,0.9688371453967829,0.0,121.98665138172449,112.1719313131616,0.7166514648440743,0.0,122.30213385607148,111.71404836826937,0.4258561856258589,0.0,122.87560281862548,113.29842983121179,-0.18194402703956414,0.0
120.65959667281105,109.91683349600015,0.3203759889200569,0.0,121.02176736215104,111.2489083189108,0.9688371453967829,0.0,121.98665138172449,112.1719313131616,0.7166514648440743,0.0,122.30213385607148,111.71404836826937,0.4258561856258589,0.0
121.88498917245067,110.93007137267062,0.9576979466040951,0.0,120.65959667281105,109.91683349600015,0.3203759889200569,0.0,121.02176736215104,111.2489083189108,0.9688371453967829,0.0,121.98665138172449,112.1719313131616,0.7166514648440743,0.0
122.72517153367717,112.0706823628908,0.06523282588713575,0.0,121.88498917245067,110.93007137267062,0.9576979466040951,0.0,120.65959667281105,109.91683349600015,0.3203759889200569,0.0,121.02176736215104,111.2489083189108,0.9688371453967829,0.0
122.56759735183091,112.90868398870592,0.34561480760984375,0.0,122.72517153367717,112.0706823628908,0.06523282588713575,0.0,121.88498917245067,110.93007137267062,0.9576979466040951,0.0,120.65959667281105,109.91683349600015,0.3203759889200569,0.0
123.30202584904525,111.67035512028804,1.3717196589928644,0.0,122.56759735183091,112.90868398870592,0.34561480760984375,0.0,122.72517153367717,112.0706823628908,0.06523282588713575,0.0,121.88498917245067,110.93007137267062,0.9576979466040951,0.0
122.98896120016867,111.4524447152678,0.6021075646289475,0.0,123.30202584904525,111.67035512028804,1.3717196589928644,0.0,122.56759735183091,112.90868398870592,0.34561480760984375,0.0,122.72517153367717,112.0706823628908,0.06523282588713575,0.0
122.65703172229051,112.24864173121009,0.19853718690177208,0.0,122.98896120016867,111.4524447152678,0.6021075646289475,0.0,123.30202584904525,111.67035512028804,1.3717196589928644,0.0,122.56759735183091,112.90868398870592,0.34561480760984375,0.0
122.5440266774364,112.19708049257565,0.2086554320652383,0.0,122.65703172229051,112.24864173121009,0.19853718690177208,0.0,122.98896120016867,111.4524447152678,0.6021075646289475,0.0,123.30202584904525,111.67035512028804,1.3717196589928644,0.0
122.35117502117872,112.43171046217245,-0.08481348140590897,0.0,122.5440266774364,112.19708049257565,0.2086554320652383,0.0,122.65703172229051,112.24864173121009,0.19853718690177208,0.0,122.98896120016867,111.4524447152678,0.6021075646289475,0.0
122.08753399400177,113.7161572232225,-0.8431825006577935,0.0,122.35117502117872,112.43171046217245,-0.08481348140590897,0.0,122.5440266774364,112.19708049257565,0.2086554320652383,0.0,122.65703172229051,112.24864173121009,0.19853718690177208,0.0
122.61295461572648,112.57543266099455,-0.6402645131232213,0.0,122.08753399400177,113.7161572232225,-0.8431825006577935,0.0,122.35117502117872,112.43171046217245,-0.08481348140590897,0.0,122.5440266774364,112.19708049257565,0.2086554320652383,0.0
122.47427800494866,113.82307029221283,-1.0433634673616297,0.0,122.61295461572648,112.57543266099455,-0.6402645131232213,0.0,122.08753399400177,113.7161572232225,-0.8431825006577935,0.0,122.35117502117872,112.43171046217245,-0.08481348140590897,0.0
122.68417203776842,113.0298249681486,-0.597894558571713,0.0,122.47427800494866,113.82307029221283,-1.0433634673616297,0.0,122.61295461572648,112.57543266099455,-0.6402645131232213,0.0,122.08753399400177,113.7161572232225,-0.8431825006577935,0.0
122.93052442570516,114.65006934296503,-0.938027763974272,0.0,122.68417203776842,113.0298249681486,-0.597894558571713,0.0,122.47427800494866,113.82307029221283,-1.0433634673616297,0.0,122.61295461572648,112.57543266099455,-0.6402645131232213,0.0
122.8669078060431,113.43209264696767,0.02454499132935206,0.0,122.93052442570516,114.65006934296503,-0.938027763974272,0.0,122.68417203776842,113.0298249681486,-0.597894558571713,0.0,122.47427800494866,113.82307029221283,-1.0433634673616297,0.0
122.21492212781493,111.86936908130846,-0.3719906531046369,0.0,122.8669078060431,113.43209264696767,0.02454499132935206,0.0,122.93052442570516,114.65006934296503,-0.938027763974272,0.0,122.68417203776842,113.0298249681486,-0.597894558571713,0.0
121.48942003477777,112.12169445984321,-0.45862328058654733,0.0,122.21492212781493,111.86936908130846,-0.3719906531046369,0.0,122.8669078060431,113.43209264696767,0.02454499132935206,0.0,122.93052442570516,114.65006934296503,-0.938027763974272,0.0
121.71833450603593,110.95183678379905,0.039859984215597,0.0,121.48942003477777,112.12169445984321,-0.45862328058654733,0.0,122.21492212781493,111.86936908130846,-0.3719906531046369,0.0,122.8669078060431,113.43209264696767,0.02454499132935206,0.0
121.67419664514055,112.29685614551434,-0.5835441708445,0.0,121.71833450603593,110.95183678379905,0.039859984215597,0.0,121.48942003477777,112.12169445984321,-0.45862328058654733,0.0,122.21492212781493,111.86936908130846,-0.3719906531046369,0.0
121.7327145883618,113.00676884421429,-0.35310536937353537,0.0,121.67419664514055,112.29685614551434,-0.5835441708445,0.0,121.71833450603593,110.95183678379905,0.039859984215597,0.0,121.48942003477777,112.12169445984321,-0.45862328058654733,0.0
121.82761970965768,111.01049882814945,0.37108708164238574,0.0,121.7327145883618,113.00676884421429,-0.35310536937353537,0.0,121.67419664514055,112.29685614551434,-0.5835441708445,0.0,121.71833450603593,110.95183678379905,0.039859984215597,0.0
123.06075399263544,113.86257210347995,-0.5068719519667051,0.0,121.82761970965768,111.01049882814945,0.37108708164238574,0.0,121.7327145883618,113.00676884421429,-0.35310536937353537,0.0,121.67419664514055,112.29685614551434,-0.5835441708445,0.0
122.1764745285812,112.14031075412987,-0.313180632307212,0.0,123.06075399263544,113.86257210347995,-0.5068719519667051,0.0,121.82761970965768,111.01049882814945,0.37108708164238574,0.0,121.7327145883618,113.00676884421429,-0.35310536937353537,0.0
121.18172057543507,111.28971825038656,-0.12060310872155783,0.0,122.1764745285812,112.14031075412987,-0.313180632307212,0.0,123.06075399263544,113.86257210347995,-0.5068719519667051,0.0,121.82761970965768,111.01049882814945,0.37108708164238574,0.0
121.5121032084332,111.98923337349325,0.2944289489114089,0.0,121.18172057543507,111.28971825038656,-0.12060310872155783,0.0,122.1764745285812,112.14031075412987,-0.313180632307212,0.0,123.06075399263544,113.86257210347995,-0.5068719519667051,0.0
121.43469718930594,111.73548200293055,-0.3829321963099138,0.0,121.5121032084332,111.98923337349325,0.2944289489114089,0.0,121.18172057543507,111.28971825038656,-0.12060310872155783,0.0,122.1764745285812,112.14031075412987,-0.313180632307212,0.0
121.72606529684195,111.59452778935568,-0.9665740635900693,0.0,121.43469718930594,111.73548200293055,-0.3829321963099138,0.0,121.5121032084332,111.98923337349325,0.2944289489114089,0.0,121.18172057543507,111.28971825038656,-0.12060310872155783,0.0
122.05667046350023,112.32246570230663,-0.5122884680636066,0.0,121.72606529684195,111.59452778935568,-0.9665740635900693,0.0,121.43469718930594,111.73548200293055,-0.3829321963099138,0.0,121.5121032084332,111.98923337349325,0.2944289489114089,0.0
122.64084176445027,112.93093907878728,-0.26133843783429234,0.0,122.05667046350023,112.32246570230663,-0.5122884680636066,0.0,121.72606529684195,111.59452778935568,-0.9665740635900693,0.0,121.43469718930594,111.73548200293055,-0.3829321963099138,0.0
121.7921455906309,111.33829821474694,-0.08382432509449561,0.0,122.64084176445027,112.93093907878728,-0.26133843783429234,0.0,122.05667046350023,112.32246570230663,-0.5122884680636066,0.0,121.72606529684195,111.59452778935568,-0.9665740635900693,0.0
121.58660234994272,111.37510347266831,0.10616464467289136,0.0,121.7921455906309,111.33829821474694,-0.08382432509449561,0.0,122.64084176445027,112.93093907878728,-0.26133843783429234,0.0,122.05667046350023,112.32246570230663,-0.5122884680636066,0.0
121.88204460276056,112.03235813268009,-0.2550806450509323,0.0,121.58660234994272,111.37510347266831,0.10616464467289136,0.0,121.7921455906309,111.33829821474694,-0.08382432509449561,0.0,122.64084176445027,112.93093907878728,-0.26133843783429234,0.0
122.24683806416674,112.8805883177065,-0.08793766746024408,0.0,121.88204460276056,112.03235813268009,-0.2550806450509323,0.0,121.58660234994272,111.37510347266831,0.10616464467289136,0.0,121.7921455906309,111.33829821474694,-0.08382432509449561,0.0
123.24176260214894,113.04865248657299,0.07618610268114535,0.0,122.24683806416674,112.8805883177065,-0.08793766746024408,0.0,121.88204460276056,112.03235813268009,-0.2550806450509323,0.0,121.58660234994272,111.37510347266831,0.10616464467289136,0.0
123.41174934413628,113.1902544627961,-0.2962268268682676,0.0,123.24176260214894,113.04865248657299,0.07618610268114535,0.0,122.24683806416674,112.8805883177065,-0.08793766746024408,0.0,121.88204460276056,112.03235813268009,-0.2550806450509323,0.0
123.06180848882599,112.78393377079826,0.6959057940777642,0.0,123.41174934413628,113.1902544627961,-0.2962268268682676,0.0,123.24176260214894,113.04865248657299,0.07618610268114535,0.0,122.24683806416674,112.8805883177065,-0.08793766746024408,0.0
122.45668891895859,110.95079991261704,0.7936410957181051,0.0,123.06180848882599,112.78393377079826,0.6959057940777642,0.0,123.41174934413628,113.1902544627961,-0.2962268268682676,0.0,123.24176260214894,113.04865248657299,0.07618610268114535,0.0
122.07893010914515,112.08552199324456,0.03926112797315984,0.0,122.45668891895859,110.95079991261704,0.7936410957181051,0.0,123.06180848882599,112.78393377079826,0.6959057940777642,0.0,123.41174934413628,113.1902544627961,-0.2962268268682676,0.0
121.77388830798465,111.85808735705851,0.35968570669544275,0.0,122.07893010914515,112.08552199324456,0.03926112797315984,0.0,122.45668891895859,110.95079991261704,0.7936410957181051,0.0,123.06180848882599,112.78393377079826,0.6959057940777642,0.0
122.15398918959976,111.85476542089694,-0.19959226975730648,0.0,121.77388830798465,111.85808735705851,0.35968570669544275,0.0,122.07893010914515,112.08552199324456,0.03926112797315984,0.0,122.45668891895859,110.95079991261704,0.7936410957181051,0.0
122.24401299322146,112.15354162502524,0.23386848606538083,0.0,122.15398918959976,111.85476542089694,-0.19959226975730648,0.0,121.77388830798465,111.85808735705851,0.35968570669544275,0.0,122.07893010914515,112.08552199324456,0.03926112797315984,0.0
121.61018391453432,110.46403389243522,0.7663925783560067,0.0,122.24401299322146,112.15354162502524,0.23386848606538083,0.0,122.15398918959976,111.85476542089694,-0.19959226975730648,0.0,121.77388830798465,111.85808735705851,0.35968570669544275,0.0
121.49813435852498,111.44124077114529,0.20277290350895016,0.0,121.61018391453432,110.46403389243522,0.7663925783560067,0.0,122.24401299322146,112.15354162502524,0.23386848606538083,0.0,122.15398918959976,111.85476542089694,-0.19959226975730648,0.0
122.06474374221803,111.45075042655364,0.643906387429321,0.0,121.49813435852498,111.44124077114529,0.20277290350895016,0.0,121.61018391453432,110.46403389243522,0.7663925783560067,0.0,122.24401299322146,112.15354162502524,0.23386848606538083,0.0
122.26289614765753,111.29460047207871,0.721515573411706,0.0,122.06474374221803,111.45075042655364,0.643906387429321,0.0,121.49813435852498,111.44124077114529,0.20277290350895016,0.0,121.61018391453432,110.46403389243522,0.7663925783560067,0.0
122.52507026619857,111.39137919867696,0.9882425387266098,0.0,122.26289614765753,111.29460047207871,0.721515573411706,0.0,122.06474374221803,111.45075042655364,0.643906387429321,0.0,121.49813435852498,111.44124077114529,0.20277290350895016,0.0
122.6176936186587,111.87646898657627,1.7389905223082616,0.0,122.52507026619857,111.39137919867696,0.9882425387266098,0.0,122.26289614765753,111.29460047207871,0.721515573411706,0.0,122.06474374221803,111.45075042655364,0.643906387429321,0.0
123.27882293973458,112.5709464499366,1.268498359845174,0.0,122.6176936186587,111.87646898657627,1.7389905223082616,0.0,122.52507026619857,111.39137919867696,0.9882425387266098,0.0,122.26289614765753,111.29460047207871,0.721515573411706,0.0
123.13924920343287,112.03661360534005,0.6379306056973945,0.0,123.27882293973458,112.5709464499366,1.268498359845174,0.0,122.6176936186587,111.87646898657627,1.7389905223082616,0.0,122.52507026619857,111.39137919867696,0.9882425387266098,0.0
122.68415610721493,112.6846371319206,0.06558726974515394,0.0,123.13924920343287,112.03661360534005,0.6379306056973945,0.0,123.27882293973458,112.5709464499366,1.268498359845174,0.0,122.6176936186587,111.87646898657627,1.7389905223082616,0.0
122.05579268219195,112.67309366026427,-0.355435326686596,0.0,122.68415610721493,112.6846371319206,0.06558726974515394,0.0,123.13924920343287,112.03661360534005,0.6379306056973945,0.0,123.27882293973458,112.5709464499366,1.268498359845174,0.0
122.11364720826111,113.11583333194619,-0.3228991160563289,0.0,122.05579268219195,112.67309366026427,-0.355435326686596,0.0,122.68415610721493,112.6846371319206,0.06558726974515394,0.0,123.13924920343287,112.03661360534005,0.6379306056973945,0.0
120.89446208182629,111.52207354790096,-0.08774330543674122,0.0,122.11364720826111,113.11583333194619,-0.3228991160563289,0.0,122.05579268219195,112.67309366026427,-0.355435326686596,0.0,122.68415610721493,112.6846371319206,0.06558726974515394,0.0
121.02503593934419,111.96778450400956,0.06815075531561655,0.0,120.89446208182629,111.52207354790096,-0.08774330543674122,0.0,122.11364720826111,113.11583333194619,-0.3228991160563289,0.0,122.05579268219195,112.67309366026427,-0.355435326686596,0.0
121.17903087141492,110.76155900199518,0.4681122287705052,0.0,121.02503593934419,111.96778450400956,0.06815075531561655,0.0,120.89446208182629,111.52207354790096,-0.08774330543674122,0.0,122.11364720826111,113.11583333194619,-0.3228991160563289,0.0
120.72864558786337,110.64687364919857,0.3809907289553577,0.0,121.17903087141492,110.76155900199518,0.4681122287705052,0.0,121.02503593934419,111.96778450400956,0.06815075531561655,0.0,120.89446208182629,111.52207354790096,-0.08774330543674122,0.0
120.61542555692878,110.06715988067847,1.0315596217429446,0.0,120.72864558786337,110.64687364919857,0.3809907289553577,0.0,121.17903087141492,110.76155900199518,0.4681122287705052,0.0,121.02503593934419,111.96778450400956,0.06815075531561655,0.0
121.36201151335878,110.70315394516737,0.6929192807753777,0.0,120.61542555692878,110.06715988067847,1.0315596217429446,0.0,120.72864558786337,110.64687364919857,0.3809907289553577,0.0,121.17903087141492,110.76155900199518,0.4681122287705052,0.0
121.72360509656342,109.62719977322195,1.9144200079151115,0.0,121.36201151335878,110.70315394516737,0.6929192807753777,0.0,120.61542555692878,110.06715988067847,1.0315596217429446,0.0,120.72864558786337,110.64687364919857,0.3809907289553577,0.0
121.97554921563847,109.08458056931889,1.8443696802145924,0.0,121.72360509656342,109.62719977322195,1.9144200079151115,0.0,121.36201151335878,110.70315394516737,0.6929192807753777,0.0,120.61542555692878,110.06715988067847,1.0315596217429446,0.0
122.1411065736056,111.85013131742369,1.0469169659635327,0.0,121.97554921563847,109.08458056931889,1.8443696802145924,0.0,121.72360509656342,109.62719977322195,1.9144200079151115,0.0,121.36201151335878,110.70315394516737,0.6929192807753777,0.0
122.19360756678903,111.31182972139848,0.30208732374027003,0.0,122.1411065736056,111.85013131742369,1.0469169659635327,0.0,121.97554921563847,109.08458056931889,1.8443696802145924,0.0,121.72360509656342,109.62719977322195,1.9144200079151115,0.0
122.78551445449185,111.81605760737051,0.4829060666138087,0.0,122.19360756678903,111.31182972139848,0.30208732374027003,0.0,122.1411065736056,111.85013131742369,1.0469169659635327,0.0,121.97554921563847,109.08458056931889,1.8443696802145924,0.0
122.65178905618313,112.76674196524337,0.2745934606281215,0.0,122.78551445449185,111.81605760737051,0.4829060666138087,0.0,122.19360756678903,111.31182972139848,0.30208732374027003,0.0,122.1411065736056,111.85013131742369,1.0469169659635327,0.0
121.83451365493258,111.15622066209102,0.5766750155485432,0.0,122.65178905618313,112.76674196524337,0.2745934606281215,0.0,122.78551445449185,111.81605760737051,0.4829060666138087,0.0,122.19360756678903,111.31182972139848,0.30208732374027003,0.0
122.67250763465344,112.20336543459666,0.697958824725607,0.0,121.83451365493258,111.15622066209102,0.5766750155485432,0.0,122.65178905618313,112.76674196524337,0.2745934606281215,0.0,122.78551445449185,111.81605760737051,0.4829060666138087,0.0
122.71801532006691,112.1032184264055,0.5219526034520492,0.0,122.67250763465344,112.20336543459666,0.697958824725607,0.0,121.83451365493258,111.15622066209102,0.5766750155485432,0.0,122.65178905618313,112.76674196524337,0.2745934606281215,0.0
122.30211612112141,111.55338539069169,-0.005834776272563125,0.0,122.71801532006691,112.1032184264055,0.5219526034520492,0.0,122.67250763465344,112.20336543459666,0.697958824725607,0.0,121.83451365493258,111.15622066209102,0.5766750155485432,0.0
121.6114548779975,112.07074319504281,-0.7620914333609828,0.0,122.30211612112141,111.55338539069169,-0.005834776272563125,0.0,122.71801532006691,112.1032184264055,0.5219526034520492,0.0,122.67250763465344,112.20336543459666,0.697958824725607,0.0
121.86494256292548,112.44356899903107,-0.8329306227222969,0.0,121.6114548779975,112.07074319504281,-0.7620914333609828,0.0,122.30211612112141,111.55338539069169,-0.005834776272563125,0.0,122.71801532006691,112.1032184264055,0.5219526034520492,0.0
121.81971719981287,112.27301696080633,-0.23814510101610142,0.0,121.86494256292548,112.44356899903107,-0.8329306227222969,0.0,121.6114548779975,112.07074319504281,-0.7620914333609828,0.0,122.30211612112141,111.55338539069169,-0.005834776272563125,0.0
122.5729259769581,113.39842351816804,-0.08346920874777917,0.0,121.81971719981287,112.27301696080633,-0.23814510101610142,0.0,121.86494256292548,112.44356899903107,-0.8329306227222969,0.0,121.6114548779975,112.07074319504281,-0.7620914333609828,0.0
122.23399352204936,113.02787238367378,-0.6896447563542174,0.0,122.5729259769581,113.39842351816804,-0.08346920874777917,0.0,121.81971719981287,112.27301696080633,-0.23814510101610142,0.0,121.86494256292548,112.44356899903107,-0.8329306227222969,0.0
121.78610796148759,111.64792922621342,-0.4651253421577829,0.0,122.23399352204936,113.02787238367378,-0.6896447563542174,0.0,122.5729259769581,113.39842351816804,-0.08346920874777917,0.0,121.81971719981287,112.27301696080633,-0.23814510101610142,0.0
122.2186982882859,113.16172380044256,-0.17944158386180795,0.0,121.78610796148759,111.64792922621342,-0.4651253421577829,0.0,122.23399352204936,113.02787238367378,-0.6896447563542174,0.0,122.5729259769581,113.39842351816804,-0.08346920874777917,0.0
122.55423642240308,113.66726309168143,-0.5854819851900128,0.0,122.2186982882859,113.16172380044256,-0.17944158386180795,0.0,121.78610796148759,111.64792922621342,-0.4651253421577829,0.0,122.23399352204936,113.02787238367378,-0.6896447563542174,0.0
122.48694796511855,112.81533713218076,-0.3915230351792463,0.0,122.55423642240308,113.66726309168143,-0.5854819851900128,0.0,122.2186982882859,113.16172380044256,-0.17944158386180795,0.0,121.78610796148759,111.64792922621342,-0.4651253421577829,0.0
122.65610935510962,113.43255081645364,-0.28411406892039714,0.0,122.48694796511855,112.81533713218076,-0.3915230351792463,0.0,122.55423642240308,113.66726309168143,-0.5854819851900128,0.0,122.2186982882859,113.16172380044256,-0.17944158386180795,0.0
122.4250400165106,113.62007814411982,-0.7987764040516293,0.0,122.65610935510962,113.43255081645364,-0.28411406892039714,0.0,122.48694796511855,112.81533713218076,-0.3915230351792463,0.0,122.55423642240308,113.66726309168143,-0.5854819851900128,0.0
122.40320783525385,113.07513456918511,-0.4601274430671618,0.0,122.4250400165106,113.62007814411982,-0.7987764040516293,0.0,122.65610935510962,113.43255081645364,-0.28411406892039714,0.0,122.48694796511855,112.81533713218076,-0.3915230351792463,0.0
122.82527218077792,113.5957905741426,-0.08770969126961226,0.0,122.40320783525385,113.07513456918511,-0.4601274430671618,0.0,122.4250400165106,113.62007814411982,-0.7987764040516293,0.0,122.65610935510962,113.43255081645364,-0.28411406892039714,0.0
122.92580167514883,112.94150472968508,0.4713578685719487,0.0,122.82527218077792,113.5957905741426,-0.08770969126961226,0.0,122.40320783525385,113.07513456918511,-0.4601274430671618,0.0,122.4250400165106,113.62007814411982,-0.7987764040516293,0.0
122.68456112849162,111.42885984922293,0.9039873208750104,0.0,122.92580167514883,112.94150472968508,0.4713578685719487,0.0,122.82527218077792,113.5957905741426,-0.08770969126961226,0.0,122.40320783525385,113.07513456918511,-0.4601274430671618,0.0
123.13606065698733,113.75539037538135,0.03435517272146282,0.0,122.68456112849162,111.42885984922293,0.9039873208750104,0.0,122.92580167514883,112.94150472968508,0.4713578685719487,0.0,122.82527218077792,113.5957905741426,-0.08770969126961226,0.0
121.68038344451689,112.9207478935447,-0.4414283817803911,0.0,123.13606065698733,113.75539037538135,0.03435517272146282,0.0,122.68456112849162,111.42885984922293,0.9039873208750104,0.0,122.92580167514883,112.94150472968508,0.4713578685719487,0.0
122.71410622213823,113.12474378372511,-0.09562507181998303,0.0,121.68038344451689,112.9207478935447,-0.4414283817803911,0.0,123.13606065698733,113.75539037538135,0.03435517272146282,0.0,122.68456112849162,111.42885984922293,0.9039873208750104,0.0
121.75773710831233,111.21136643905731,0.18039291800011797,0.0,122.71410622213823,113.12474378372511,-0.09562507181998303,0.0,121.68038344451689,112.9207478935447,-0.4414283817803911,0.0,123.13606065698733,113.75539037538135,0.03435517272146282,0.0
121.53124965518234,111.22787238162766,0.40183817755311835,0.0,121.75773710831233,111.21136643905731,0.18039291800011797,0.0,122.71410622213823,113.12474378372511,-0.09562507181998303,0.0,121.68038344451689,112.9207478935447,-0.4414283817803911,0.0
121.71935070853709,109.70380496022503,2.2478362873698554,0.0,121.53124965518234,111.22787238162766,0.40183817755311835,0.0,121.75773710831233,111.21136643905731,0.18039291800011797,0.0,122.71410622213823,113.12474378372511,-0.09562507181998303,0.0
121.81669991968154,109.71080623568128,2.083714285242468,0.0,121.71935070853709,109.70380496022503,2.2478362873698554,0.0,121.53124965518234,111.22787238162766,0.40183817755311835,0.0,121.75773710831233,111.21136643905731,0.18039291800011797,0.0
122.40443855462023,111.0425380227658,2.2347542482842737,0.0,121.81669991968154,109.71080623568128,2.083714285242468,0.0,121.71935070853709,109.70380496022503,2.2478362873698554,0.0,121.53124965518234,111.22787238162766,0.40183817755311835,0.0
121.92403846643253,109.41188135917099,2.2648042803740203,0.0,122.40443855462023,111.0425380227658,2.2347542482842737,0.0,121.81669991968154,109.71080623568128,2.083714285242468,0.0,121.71935070853709,109.70380496022503,2.2478362873698554,0.0
122.17721620016216,109.84795963450819,2.137539049952115,0.0,121.92403846643253,109.41188135917099,2.2648042803740203,0.0,122.40443855462023,111.0425380227658,2.2347542482842737,0.0,121.81669991968154,109.71080623568128,2.083714285242468,0.0
121.92386098099956,110.57611860040592,1.5523966176415194,0.0,122.17721620016216,109.84795963450819,2.137539049952115,0.0,121.92403846643253,109.41188135917099,2.2648042803740203,0.0,122.40443855462023,111.0425380227658,2.2347542482842737,0.0
122.18369284045835,110.05932868020028,1.6214019043598493,0.0,121.92386098099956,110.57611860040592,1.5523966176415194,0.0,122.17721620016216,109.84795963450819,2.137539049952115,0.0,121.92403846643253,109.41188135917099,2.2648042803740203,0.0
122.1256344626713,111.77867359592872,0.9107089162190936,0.0,122.18369284045835,110.05932868020028,1.6214019043598493,0.0,121.92386098099956,110.57611860040592,1.5523966176415194,0.0,122.17721620016216,109.84795963450819,2.137539049952115,0.0
122.19588667884774,111.02177435261572,0.6101578296052704,0.0,122.1256344626713,111.77867359592872,0.9107089162190936,0.0,122.18369284045835,110.05932868020028,1.6214019043598493,0.0,121.92386098099956,110.57611860040592,1.5523966176415194,0.0
121.90274427902324,111.58005295645594,0.24544448976966463,0.0,122.19588667884774,111.02177435261572,0.6101578296052704,0.0,122.1256344626713,111.77867359592872,0.9107089162190936,0.0,122.18369284045835,110.05932868020028,1.6214019043598493,0.0
