,$CIV(\{W_{t-s}\}_{s=0}^{26}|P_t\rightarrow D_t|\emptyset)$_P0,$CIV(\{W_{t-s}\}_{s=0}^{26}|P_t\rightarrow D_t|\emptyset)$_P1,$CIV(W_t|P_t\rightarrow D_t|\{W_{t-s}\}_{s=1}^{26})$_P0,$CIV(W_t|P_t\rightarrow D_t|\{W_{t-s}\}_{s=1}^{26})$_P1,$CIV(\{W_{t-s}\}_{s=0}^{26}|P_t\rightarrow D_t|D_{t-1})$_P0,$CIV(\{W_{t-s}\}_{s=0}^{26}|P_t\rightarrow D_t|D_{t-1})$_P1,"$CIV(\{W_{t-s}\}_{s=0}^{26}|(P_t, D_{t-1})\rightarrow D_t|\emptyset)$_P0","$CIV(\{W_{t-s}\}_{s=0}^{26}|(P_t, D_{t-1})\rightarrow D_t|\emptyset)$_P1",$CIV(\{W_{t-s}\}_{s=0}^{26}|(\{P_{t-s}\}_{s=0}^{1})\rightarrow D_t|\emptyset)$_P0,$CIV(\{W_{t-s}\}_{s=0}^{26}|(\{P_{t-s}\}_{s=0}^{1})\rightarrow D_t|\emptyset)$_P1,$CIV(\{W_{t-s}\}_{s=0}^{26}|(\{P_{t-s}\}_{s=0}^{1})\rightarrow D_t|D_{t-1})$_P0,$CIV(\{W_{t-s}\}_{s=0}^{26}|(\{P_{t-s}\}_{s=0}^{1})\rightarrow D_t|D_{t-1})$_P1,"$CIV(\{W_{t-s}\}_{s=0}^{26}|(\{P_{t-s}\}_{s=0}^{1}, D_{t-1})\rightarrow D_t|\emptyset)$_P0","$CIV(\{W_{t-s}\}_{s=0}^{26}|(\{P_{t-s}\}_{s=0}^{1}, D_{t-1})\rightarrow D_t|\emptyset)$_P1","$CIV(W_t|P_t \rightarrow D_t| \{W_{{t-s}}, P_{{t-s}}, D_{{t-s}}\}_{s=1}^{26})$_P0","$CIV(W_t|P_t \rightarrow D_t| \{W_{{t-s}}, P_{{t-s}}, D_{{t-s}}\}_{s=1}^{26})$_P1",$CIV(W_t|P_t\rightarrow D_t|\emptyset)$_P0,$CIV(W_t|P_t\rightarrow D_t|\emptyset)$_P1,$CIV(W_t|P_t\rightarrow D_t|D_{t-1})$_P0,$CIV(W_t|P_t\rightarrow D_t|D_{t-1})$_P1
59,-106.2136364,,-88.74434056,,-22.36222775,,-80.38877442,,-85.89360178,-20.47180904,-90.13758556,65.39924884,-88.41740417,34.50320632,-83.07488646,,-106.4158381,,-22.90844712,
60,-93.6044995,,-127.071408,,-19.97214604,,-123.1558387,,-146.5810347,53.31603321,-106.4829036,83.66088076,-122.9678078,70.89519518,-98.9494589,,-99.87409285,,-21.0334473,
61,-100.0956389,,-121.2602053,,-21.44316122,,-95.94383043,,-100.990959,0.900533537,-100.001855,75.82720156,-100.3236506,44.61747017,-113.8577707,,-90.44117654,,-19.79765576,
62,-98.7676118,,-109.6900383,,-21.78184568,,-92.14847266,,-98.44786064,-0.312277372,-90.93763957,66.72717125,-94.16187276,36.87471555,-95.8578625,,-97.33556418,,-20.9778909,
63,-93.07089478,,-96.83023569,,-20.17518129,,-51.71612605,,-112.1967334,19.24110429,-109.0242933,85.93051548,-109.2477811,102.7902103,-103.3204136,,-99.80757766,,-21.04952472,
64,-105.7890339,,-91.8540153,,-22.56491873,,-60.58389191,,-95.29206163,-10.56440125,-93.61658754,68.49030424,-93.77223322,80.76522764,-87.10038447,,-103.34785,,-21.71519964,
65,-100.0885972,,-86.94840382,,-22.46164423,,-89.16726447,,-92.11410096,-8.026039634,-102.3037872,76.94501565,-97.9605774,41.55545156,-104.0314589,,-100.0336663,,-21.85748214,
66,-102.1886834,,-75.79943958,,-21.70784747,,-75.76093441,,-67.8068746,-34.62020131,-95.50887883,71.28119345,-82.10754976,20.33792336,-93.16891816,,-103.860361,,-22.82857662,
67,-102.7552379,,-128.7767325,,-21.94364506,,-119.7588094,,-117.9286627,15.26968932,-95.99369891,71.37086877,-114.1331337,24.86009705,-97.64479589,,-111.8794635,,-23.76996822,
68,-103.1552367,,-87.66101622,,-22.46803325,,-70.00019457,,-65.16815425,-38.23804668,-90.77017539,65.86851404,-87.38698535,52.35582993,-100.0642939,,-104.1303148,,-22.45449291,
69,-98.25791221,,-136.6151448,,-21.97442439,,-110.7216377,,-120.4877982,22.36449684,-96.80620696,72.10330581,-103.3808491,58.01632066,-109.931102,,-89.55352997,,-18.91928613,
70,-101.9639744,,-97.52152718,,-22.06720298,,-77.09900904,,-92.30565606,-9.717905841,-100.4382932,75.55220293,-101.2979075,83.57167889,-107.426908,,-102.9394109,,-22.55408553,
71,-105.7134714,,-99.35900687,,-22.90106947,,-66.29704059,,-71.1290084,-34.8250504,-89.83671374,64.51137636,-88.78891286,59.274074,-112.0911138,,-105.8104593,,-22.9944208,
72,-90.99767818,,-110.8687302,,-19.43139558,,-54.07956349,,-129.2660861,38.48667628,-110.693664,88.34166957,-108.3049845,96.69505462,-114.4827954,,-95.78744586,,-20.540296,
73,-99.64221913,,-103.6093738,,-21.7435598,,-87.84512726,,-97.64269265,-2.015040635,-95.58873644,71.24876182,-95.9183956,55.99766512,-98.78086194,,-102.7853595,,-22.20862387,
74,-99.62304735,,-126.4361131,,-21.23132964,,-71.50945255,,-135.716377,36.31088032,-110.9933509,86.59612084,-108.2333164,93.05868756,-115.0634525,,-104.1651841,,-22.45927109,
75,-98.7343566,,-101.7720943,,-21.19894802,,-79.23291953,,-107.1718997,8.480929975,-105.2007252,81.13852474,-105.2044389,80.64106414,-107.387138,,-96.07029815,,-21.21573071,
76,-96.92332313,,-101.197652,,-20.71275789,,-85.42371524,,-105.5211357,8.648860657,-98.39845489,75.07828484,-99.3072159,65.39916785,-106.4839403,,-96.66456185,,-21.00705376,
77,-99.70266195,,-111.8178604,,-20.95595555,,-93.8207748,,-130.8245558,31.32495321,-107.890044,83.95106974,-108.125504,83.37287583,-102.0471597,,-104.5146485,,-22.96525085,
78,-101.9197549,,-125.4606221,,-21.47106853,,-100.2213646,,-116.5145639,14.70104587,-97.21650809,73.09665975,-101.9721759,58.19702909,-104.785455,,-95.99534252,,-20.68689296,
79,-102.7479972,,-83.63616401,,-21.42118929,,-60.29210631,,-81.03332973,-21.84909683,-92.24918181,68.39775252,-93.98394273,80.28275002,-92.11561762,,-100.8060058,,-21.97140741,
80,-95.46307647,,-93.08641031,,-20.95791391,,-70.60156945,,-99.45688225,4.015066838,-94.82703846,71.35161539,-94.26793108,83.33804604,-96.25650788,,-97.81820898,,-21.74446215,
81,-93.25580638,,-61.38075434,,-20.68560658,,-53.34215124,,-53.46825635,-40.02257219,-85.62937036,62.82628433,-86.68967753,66.06980717,-93.56320065,,-105.3027235,,-22.58122867,
82,-97.90484571,,-87.21246541,,-21.52178459,,-83.44785053,,-95.54176117,-2.390018549,-104.5743133,80.20035593,-103.8790157,74.28686151,-111.9256886,,-97.09628811,,-21.46540947,
83,-102.4556707,,-134.9026322,,-21.51965273,,-105.4484398,,-124.3172587,22.02106553,-98.85878357,74.61830941,-103.2356228,65.29200641,-105.4315209,,-106.5050411,,-22.57702835,
84,-106.871556,,-126.847243,,-22.78300713,,-119.7269963,,-129.3236626,22.60689596,-110.4379345,84.37569574,-114.6416472,70.29222272,-111.4024985,,-104.9160067,,-22.31014904,
85,-106.7595672,,-128.4403228,,-21.64792342,,-112.2084961,,-138.9669322,32.39701353,-116.6837861,91.6378381,-120.8062036,80.13097685,-121.8836619,,-97.48045416,,-21.51664363,
86,-106.1614703,,-127.85782,,-22.99013962,,-51.15354741,,-139.4405697,33.51226056,-107.1265463,80.93456032,-99.51037576,94.71861858,-95.68191662,,-99.1358587,,-21.77698607,
87,-89.278851,,-106.011227,,-19.07078764,,-89.44742372,,-120.1293369,31.06126407,-94.83061184,73.42533127,-99.56617243,65.13114762,-91.62581185,,-103.5551802,,-22.47879067,
88,-102.4939555,,-124.6374722,,-21.13531071,,-108.7955134,,-130.2204792,27.91552716,-107.8350038,83.70013402,-111.9591843,73.02079256,-107.2609107,,-91.71556337,,-19.7421033,
89,-105.7097167,,-111.9815249,,-23.07808064,,-111.3994538,,-117.0962853,11.46224306,-102.0352805,75.96012677,-110.2656387,40.11244069,-90.63074046,,-87.1599676,,-19.42154375,
90,-102.9176692,,-137.7890726,,-21.75242359,,-72.69406824,,-134.7150217,32.00332474,-105.9604224,81.1876325,-101.9584755,88.86520434,-111.4605691,,-95.50500239,,-21.39804453,
91,-98.49242496,,-111.7079655,,-21.33775066,,-97.3258767,,-104.2594237,5.804423814,-102.0010289,77.86024268,-102.9623084,42.86582562,-119.0234605,,-102.0170429,,-22.16971374,
92,-97.21373649,,-85.04779414,,-20.48470625,,-51.73627365,,-79.26677299,-18.06516856,-91.90781633,69.09220303,-95.25569326,88.25364777,-98.92940357,,-105.364998,,-22.70743127,
93,-100.0696499,,-89.08228369,,-21.17286523,,-66.50629691,,-90.06808999,-10.04952176,-98.68314389,74.8661914,-100.2041888,87.40330633,-94.98012346,,-95.56152776,,-21.45910235,
94,-94.72771865,,-62.09994934,,-21.6407486,,-55.73485284,,-35.67489781,-59.41781491,-79.64987901,56.05281175,-68.59557624,27.38107955,-95.72957572,,-92.31272839,,-19.95608338,
95,-95.49015152,,-92.37146388,,-21.28774728,,-89.90544964,,-103.2504684,7.810711795,-97.28044071,73.37504455,-98.00580349,64.59056192,-96.2494488,,-92.73398927,,-20.04075678,
96,-96.86101846,,-89.84070716,,-21.15408025,,-78.00159054,,-103.0550042,6.221592638,-97.68129584,73.89813541,-97.35603893,79.18517327,-82.29384722,,-94.34551036,,-20.45234512,
97,-103.4812654,,-90.60734182,,-22.05632336,,-72.36369603,,-87.20457078,-16.38514375,-88.96363735,64.52750196,-89.06985054,67.640052,-78.16301489,,-95.43853779,,-20.49182748,
98,-112.3343724,,-137.6898269,,-23.15156612,,-112.1858812,,-133.9510588,21.75356341,-106.6210243,80.27027209,-109.1502075,74.65960189,-108.0927176,,-102.1147762,,-21.47144737,
99,-100.1168653,,-85.84250582,,-22.06240698,,-60.02811898,,-81.09109192,-19.14952962,-92.17266816,67.64807676,-94.25475765,81.50868565,-96.13689679,,-108.0894474,,-23.39257894,
